111979921	40347166	1
84218800	138006243	2
1330342723	45129253	7
170201317	27837315	10
139264467	193775966	2
201448701	97018004	1
185261750	180670191	12
1330342723	185261750	14
141945490	130238516	5
157725225	111979921	1
130769515	16391192	2
165932596	165779595	2
157725225	130442723	2
45129253	180670191	6
97018004	201448701	1
66946132	40347166	4
154425047	28407311	1
28407311	154425047	1
114027177	201448701	9
170201317	111979921	2
40347166	1174212	1
87216513	52357470	2
130238516	36258959	3
52357470	161318765	22
161318765	79576946	44
27837315	201448701	22
78577930	20089843	2
1174212	87216513	1
201448701	1174212	45
145311948	114027177	1
161318765	145311948	12
84218800	45129253	4
154425047	130769515	1
28166907	887968799	4
135310074	130238516	2
185261750	84218800	8
1174212	130769515	4
1174212	27837315	11
130769515	84218800	1
161318765	185261750	8
79576946	45129253	11
1174212	130238516	3
28407311	45129253	5
130238516	161318765	1
180670191	95457486	7
17974374	130442723	2
1174212	170201317	20
45129253	84218800	4
66946132	17974374	1
55176711	8961855	1
879563668	181391015	4
124055696	28166907	1
170201317	78577930	35
154425047	111979921	1
170201317	66946132	4
887968799	20231570	4
138006243	52357470	2
1294671590	16391192	1
124055696	55176711	5
1174212	1330342723	28
78577930	45129253	7
52357470	114027177	10
161318765	36258959	15
114027177	130769515	2
47508984	59361560	5
20089843	114027177	1
114027177	27837315	6
16733864	84218800	1
84218800	16733864	1
27837315	87216513	2
17974374	66946132	1
165779595	5023651	2
185261750	1174212	8
130769515	1174212	4
145311948	180670191	18
27837315	170201317	10
165143802	165779595	2
45129253	1174212	4
55176711	24943067	6
1174212	78577930	28
154425047	66946132	2
63966007	1174212	2
55176711	887064364	8
55176711	161318765	1
180670191	201448701	60
5023651	141945490	1
185261750	219193219	3
66946132	1294671590	2
130769515	219193219	2
219193219	24943067	2
36258959	124055696	2
170201317	79576946	57
87216513	205783295	5
145311948	84218800	12
78577930	139264467	1
47508984	17974374	3
170201317	40120149	2
66946132	165779595	1
114027177	78577930	1
141945490	185261750	1
36258959	201448701	30
9360294	28166907	3
138006243	141945490	2
27837315	78577930	14
219193219	135310074	6
124055696	78577930	3
161318765	114027177	2
99065089	1294671590	3
95457486	201448701	3
1313323035	40120149	4
1174212	33213144	1
183067930	20231570	4
45129253	1330342723	7
63966007	1341412227	4
24943067	55176711	6
1174212	79576946	44
180670191	27837315	12
1330342723	180670191	42
130238516	165779595	3
1341412227	33213144	2
1174212	145311948	12
180670191	170201317	30
145311948	1174212	12
170201317	36258959	15
55176711	95457486	2
205783295	52357470	2
36258959	55176711	8
52357470	97018004	3
157725225	161318765	1
1174212	185261750	8
98285908	205783295	3
95457486	55176711	2
20231570	28166907	4
20089843	63966007	1
36258959	27837315	6
180670191	1330342723	42
201448701	45129253	10
170201317	40347166	9
36258959	130238516	3
161318765	180670191	28
32597200	84218800	3
165932596	130701444	1
87216513	130769515	1
36258959	170201317	15
87216513	27837315	2
95457486	130769515	2
114027177	145311948	1
27837315	79576946	22
95457486	27837315	2
20231570	30147112	2
52357470	1174212	1
95457486	170201317	5
1174212	36258959	21
27837315	145311948	6
99464096	40120149	4
84218800	201448701	41
180670191	78577930	42
27837315	185261750	4
124055696	40120149	1
63966007	20089843	1
130769515	154425047	1
1330342723	28407311	1
111979921	157725225	1
135310074	161318765	1
145311948	1330342723	21
79576946	201448701	110
205349734	22299242	1
59361560	47508984	5
130238516	1174212	3
165143802	91045830	2
40120149	99464096	4
1174212	161318765	17
19820366	24943067	6
161318765	84218800	16
40120149	124055696	1
78577930	124055696	3
140287389	87216513	2
1174212	40347166	1
24943067	1341412227	4
1330342723	27837315	14
161318765	165143802	1
887064364	55176711	8
185261750	45129253	2
130828816	130238516	3
130238516	130828816	3
157725225	47508984	1
36258959	78577930	27
45129253	133731052	28
27837315	36258959	6
40120149	201448701	1
201448701	52357470	12
124055696	36258959	2
78577930	201448701	71
40120149	887968799	2
91045830	165143802	2
193775966	139264467	2
183067930	887968799	4
135598925	99065089	2
114027177	161318765	2
84218800	130769515	1
16391192	130769515	2
135310074	114027177	8
84218800	27837315	8
165779595	201448701	26
20231570	183067930	4
27837315	161318765	8
161318765	1174212	17
861853513	30147112	7
165143802	138006243	2
27837315	19820366	1
180670191	79576946	66
84218800	170201317	20
79576946	27837315	22
17974374	47508984	3
33213144	205783295	1
79576946	170201317	57
180670191	145311948	18
180670191	185261750	12
1330342723	78577930	49
219193219	130769515	2
138006243	1341412227	1
201537933	114531698	1
84218800	1330342723	28
111979921	154425047	1
97018004	114027177	1
87216513	33213144	2
33213144	201448701	3
130769515	52357470	2
130442723	17974374	2
36258959	79576946	33
78577930	27837315	14
79576946	1330342723	77
40120149	170201317	2
181391015	879563668	4
205783295	98285908	3
36258959	145311948	14
201448701	95457486	3
78577930	170201317	35
27837315	114027177	6
47508984	157725225	1
52357470	20089843	1
91045830	219193219	4
52357470	138006243	2
36258959	185261750	6
145311948	45129253	3
170201317	84218800	20
161318765	157725225	1
180670191	36258959	18
84218800	78577930	28
66946132	154425047	2
165779595	130238516	3
1174212	180670191	24
205783295	87216513	5
161318765	1330342723	28
79576946	78577930	77
78577930	1330342723	49
79576946	66946132	1
170201317	201448701	52
91045830	157725225	3
180670191	161318765	28
33213144	87216513	2
1330342723	79576946	77
201537933	30147112	1
33213144	130769515	2
40347166	201448701	1
1330342723	145311948	21
24943067	161318765	14
1174212	84218800	16
130769515	95457486	2
111979921	16733864	1
130828816	40120149	1
24943067	19820366	6
170201317	1174212	20
27837315	180670191	12
36258959	161318765	15
185261750	141945490	1
187531555	28166907	3
74801974	98285908	1
84218800	79576946	44
95457486	161318765	11
165779595	66946132	1
1174212	63966007	2
30147112	28166907	2
40120149	1313323035	4
84218800	145311948	12
86519309	130238516	4
28166907	9360294	3
19820366	55176711	1
1341412227	63966007	4
84218800	185261750	8
79576946	145311948	33
1330342723	36258959	21
28166907	124055696	1
27837315	84218800	8
20231570	19820366	1
79576946	185261750	22
114027177	97018004	1
30147112	861853513	7
19820366	27837315	1
78577930	33213144	1
33213144	78577930	1
40347166	170201317	9
33213144	1341412227	2
157725225	91045830	3
1341412227	1174212	1
185261750	201448701	20
33213144	66946132	1
201448701	27837315	22
130238516	16733864	3
78577930	79576946	77
1330342723	161318765	28
170201317	1330342723	35
47508984	45129253	1
201448701	130238516	1
20089843	52357470	1
219193219	185261750	3
135310074	219193219	6
241749	40120149	2
40120149	241749	2
161318765	45129253	4
78577930	145311948	21
45129253	201448701	10
201448701	170201317	52
114531698	201537933	1
1294671590	99065089	3
40347166	111979921	1
95457486	114027177	1
84218800	36258959	12
5023651	114027177	3
78577930	185261750	14
185261750	28166907	1
79576946	36258959	33
55176711	36258959	8
27837315	1174212	11
205783295	33213144	1
74801974	135598925	2
861853513	36258959	5
201448701	1330342723	70
84218800	161318765	16
130769515	55176711	1
130238516	135310074	2
99065089	135310074	2
28166907	30147112	2
1174212	1341412227	1
79576946	161318765	44
40347166	78577930	2
45129253	28407311	5
130769515	87216513	1
78577930	36258959	27
55176711	19820366	1
185261750	27837315	4
40347166	66946132	4
30147112	183067930	2
87216513	140287389	2
98285908	74801974	1
36258959	180670191	18
180670191	84218800	24
185261750	170201317	10
201448701	78577930	71
161318765	24943067	14
45129253	27837315	2
141945490	138006243	2
201448701	66946132	3
95457486	180670191	7
30147112	201537933	1
45129253	170201317	5
161318765	52357470	22
78577930	161318765	28
130442723	157725225	2
78577930	40347166	2
141945490	154425047	1
133731052	45129253	28
145311948	201448701	30
185261750	1330342723	14
5023651	165779595	2
27837315	1330342723	14
161318765	135310074	1
16733864	27837315	1
36258959	84218800	12
16733864	130238516	3
52357470	205783295	2
141945490	5023651	1
170201317	145311948	15
130238516	141945490	5
138006243	180670191	1
170201317	45129253	5
180670191	1174212	24
170201317	185261750	10
22299242	205349734	1
185261750	78577930	14
201448701	33213144	3
16733864	111979921	1
20231570	887968799	4
28166907	183067930	4
66946132	201448701	3
95457486	97018004	5
1341412227	138006243	1
52357470	201448701	12
99464096	1313323035	1
130769515	66946132	1
45129253	78577930	7
201448701	79576946	110
78577930	114027177	1
201448701	145311948	30
16391192	1294671590	1
201448701	40120149	1
161318765	95457486	11
36258959	1174212	21
145311948	130769515	1
145311948	27837315	6
84218800	180670191	24
1330342723	84218800	28
201448701	185261750	20
138006243	84218800	2
114027177	20089843	1
130238516	201448701	1
87216513	1174212	1
138006243	165143802	2
1174212	45129253	4
145311948	170201317	15
79576946	180670191	66
8204097	223822909	1
111979921	170201317	2
24943067	219193219	2
36258959	861853513	5
1330342723	201448701	70
55176711	141945490	3
170201317	161318765	22
887968799	28166907	4
66946132	130769515	1
52357470	87216513	2
135598925	74801974	2
130769515	33213144	2
84218800	32597200	3
114027177	5023651	3
185261750	79576946	22
201448701	36258959	30
66946132	170201317	4
130238516	86519309	4
52357470	130769515	2
78577930	180670191	42
17974374	879563668	12
1294671590	66946132	2
185261750	145311948	6
79576946	84218800	44
183067930	99065089	1
887968799	30147112	2
55176711	124055696	5
130769515	145311948	1
1330342723	1174212	28
45129253	79576946	11
27837315	45129253	2
28166907	185261750	1
45129253	145311948	3
161318765	201448701	40
36258959	1330342723	21
145311948	78577930	21
201448701	161318765	40
201448701	40347166	1
45129253	185261750	2
145311948	66946132	12
63966007	40120149	1
19820366	20231570	1
139264467	78577930	1
28166907	187531555	3
30147112	20231570	2
1174212	52357470	1
1341412227	24943067	4
78577930	84218800	28
165779595	165932596	2
84218800	1174212	16
1330342723	170201317	35
114027177	16733864	1
185261750	36258959	6
180670191	138006243	1
79576946	1174212	44
170201317	95457486	5
27837315	16733864	1
40120149	63966007	1
161318765	55176711	1
45129253	36258959	3
20089843	78577930	2
165779595	165143802	2
879563668	17974374	12
97018004	52357470	3
99065089	135598925	2
201448701	114027177	9
185261750	161318765	8
114027177	52357470	10
161318765	27837315	8
183067930	28166907	4
887968799	183067930	4
161318765	130238516	1
55176711	130769515	1
161318765	170201317	22
78577930	1174212	28
145311948	79576946	33
45129253	161318765	4
99065089	183067930	1
114027177	135310074	8
130701444	165932596	1
180670191	45129253	6
170201317	180670191	30
28166907	20231570	4
40120149	130828816	1
183067930	30147112	2
145311948	185261750	6
135310074	99065089	2
66946132	33213144	1
154425047	141945490	1
66946132	79576946	1
28407311	1330342723	1
1313323035	99464096	1
205783295	1174212	1
66946132	145311948	12
130769515	114027177	2
36258959	45129253	3
201448701	180670191	60
97018004	95457486	5
223822909	8204097	1
1174212	205783295	1
145311948	36258959	14
114027177	95457486	1
161318765	78577930	28
201448701	165779595	26
33213144	1174212	1
219193219	91045830	4
27837315	95457486	2
165143802	161318765	1
30147112	887968799	2
887968799	40120149	2
141945490	55176711	3
45129253	47508984	1
201448701	84218800	41
1174212	201448701	45
16733864	114027177	1
145311948	161318765	12
8961855	55176711	1
