SELECT A.affiliationID AS affID_A,  B.affiliationID AS affID_B,  COUNT(A.affiliationID, B.affiliationID) AS anzahl FROM View_pID_affID_affName A JOIN View_pID_affID_affName B ON A.paperID = B.paperID WHERE NOT(A.affiliationID = B.affiliationID) GROUP BY A.affiliationID, B.affiliationID

67311998	149899117	961565
111979921	19820366	429
201448701	129604602	18094
98285908	154425047	10529
62916508	154425047	182
1313323035	98285908	527
63966007	47508984	29761
1313323035	62916508	1782
17974374	86519309	1864
33213144	219193219	137090
111979921	40347166	2830
141945490	861853513	13417
111979921	193775966	100
17974374	223822909	27392
97018004	205783295	2792
201448701	165143802	322
79576946	47720641	95
84218800	20089843	85829
67311998	170201317	218564
887064364	154425047	64372
16391192	138006243	37616
141945490	87216513	23139
1330342723	133731052	1069
130828816	5023651	1226
19880235	133731052	9306
60134161	95457486	328
16391192	20089843	473
879563668	887968799	62964
36258959	16733864	51465
66946132	36258959	52031
187531555	97018004	13548
91045830	201537933	178
99065089	185261750	4409
185261750	140287389	28287
84218800	138006243	745
181391015	47508984	120
130701444	181391015	15
27837315	76130692	133
59361560	130442723	86
138006243	133731052	120
47508984	1313323035	146
165932596	180670191	153
47720641	91045830	119
139264467	887064364	84
8961855	30147112	27
114027177	9360294	35
59361560	1330342723	19
130442723	76130692	28
1294671590	74801974	193331
157674565	1313323035	243
40120149	19880235	57095
149899117	27837315	179693
1294671590	17974374	27263
170201317	130769515	1060
205783295	157725225	3854
1313323035	223822909	225
223822909	28166907	1030
97018004	124055696	6601
114027177	205783295	339
183067930	78577930	8637
1341412227	201448701	413
185261750	1294671590	158036
149899117	881766915	13135
79576946	22299242	9797
19880235	45129253	36492
170201317	27837315	42151
9360294	52357470	77553
241749	19880235	32269
138006243	45129253	56802
1330342723	45129253	799
97018004	99464096	561
139264467	161318765	8399
241749	1313323035	522
8961855	87216513	282
193775966	67311998	18777
8961855	861853513	724
32597200	145311948	35546
129604602	20231570	474
149899117	130769515	9281
879563668	32597200	19501
36258959	134820265	69532
66946132	59361560	45610
130828816	133731052	640
84218800	130701444	172
99464096	76130692	102
165143802	20231570	218
30147112	97018004	448
28166907	140287389	126
879563668	84218800	23494
91045830	205349734	91
130769515	140287389	86
16391192	130701444	182
165932596	16391192	27
1313323035	86519309	213
8204097	36258959	334
161318765	1313323035	321
140287389	5023651	16595
340828355	201448701	75
130701444	130828816	55
28407311	47720641	28
135598925	219193219	23
8961855	1288882113	67
55176711	47720641	52
124055696	76130692	33
201537933	219193219	16
139264467	157674565	34
185261750	180670191	1659
139264467	193775966	7674
52357470	36258959	40689
170201317	130238516	1168
19820366	63966007	3878
223822909	62916508	4119
1330342723	185261750	1320
40347166	63966007	8949
76130692	47720641	302
201448701	97018004	25577
27837315	1294671590	188190
74801974	63966007	5792
149899117	130238516	4341
17974374	28407311	13214
27837315	9360294	91185
130769515	1294671590	4682
32597200	241749	484
141945490	130769515	324
79576946	138006243	39579
22299242	165779595	7696
223822909	98285908	34950
28407311	22299242	12090
141945490	881766915	2144
141945490	27837315	33327
78577930	19880235	29319
139264467	19820366	567
130828816	45129253	1953
66946132	60134161	666
79576946	20089843	4753
78577930	1313323035	187
114027177	124055696	113
86519309	1174212	1090
87216513	16733864	80
180670191	135310074	832
139264467	40347166	695
97018004	8204097	34146
55176711	22299242	913
133731052	111979921	6556
17974374	55176711	975
32597200	40120149	632
135310074	28166907	140
140287389	133731052	2300
193775966	887968799	151
114027177	99464096	150
130442723	9360294	56
114531698	219193219	160
60134161	154526488	263
8204097	59361560	131
165779595	91045830	106
154526488	140287389	135
24943067	52357470	98
59361560	135598925	17
157725225	111979921	3439
27837315	205783295	1115
1313323035	55176711	717
20089843	36258959	68935
185261750	16391192	64092
55176711	20089843	75670
205783295	1341412227	1389
